Datetime,Tweet Id,Tweet,Username,Label
2023-03-29 15:42:04+00:00,1641103437667639296,"Indonesia batal jadi tuan rumah Piala Dunia U-20. Beberapa Sanksi sudah menanti Indonesia.

It's Okay, Indonesia!

FIFA Removes Indonesia as host of FIFA U-20 World Cup 2023™

Standa Ganda • Piala Dunia U20 https://t.co/pJQHw5akCR",WhozTweet,1
2023-03-29 15:41:22+00:00,1641103261448175618,"Indonesia Batal Pildun U-20, terus FIFA tunjuk Qatar buat ganti Indonesia, sama Israel main di Qatar, mau tau reaksi yang nolak bakalan gimana 🤭",DitoAnshr,1
2023-03-29 15:40:12+00:00,1641102966940913664,"Gue gak sebel pildun u-20 batal di Indo, gue sebel karena alasan batalnya adalah sentimen anti-Israel, sedangkan kemaren pas tragedi Kanjuruhan ratusan orang tewas, gak ada akuntabilitasnya tp masih aja dilanjutin. FIFA really need to fix their priority.",stephvalentina_,1
2023-03-29 15:30:05+00:00,1641100420604129283,"@Fajarilm @idextratime lahhh udah jelas dong batal jadi host karena ada penolakan Tim Israel main di Pildun u-20, paragraf selanjutnya menuliskan fifa tidak akan berhenti memberikan asistensi terkait kejadian oktober lalu dibawah kepemimpinan erick thohir. Jadi bukan batal karena tragedi Kanjuruhan",bsgoww,1
2023-03-29 15:27:32+00:00,1641099779932557312,"Isi full pernyataan resmi dari FIFA.

Apakah Indonesia akan terkena sanksi? Belum ada keputusan dari FIFA.

Yang sudah resmi adalah Indonesia batal jadi tuan rumah. Dan otomatis timnas Indonesia tidak akan ikut serta di Piala Dunia U-20 2023. 💔 https://t.co/lYcTZ91N95",FaktaSepakbola,1
2023-03-28 21:45:20+00:00,1640832470169034752,"Jd fix official teasure song FIFA U-20 World Cup dicancel??? 

INDONESIA siap Finalty, dibanned dari FIFA  dan batal main di World Cup U-20 😔",MaxWin_Do_fu,1
2023-03-28 13:22:43+00:00,1640705979607293958,"Jd fix official teasure song FIFA U-20 World Cup dicancel??? 

INDONESIA siap Finalty, dibanned dari FIFA  dan batal main di World Cup U-20 😔

Politik ya politik, olahraga ya olahraga 🥱 https://t.co/f6sgoPS8lX",mickeykoew,1
2023-03-28 08:01:04+00:00,1640625036414586880,Kesedihan Hokky Caraka Jika FIFA Piala Dunia U-20 2023 Batal di Indonesia: Sweet Dreams Friends See You Soon https://t.co/YrKDKA7oJN,aboutmalangcom,1
2023-03-28 05:17:46+00:00,1640583939114016769,"@idextratime Sedih asli ya kalo pildun u-20 bener fix batal di Indonesia cuma gara-gara pejabat2 yang lagi caper!! Bgsstttt 🥲 lagian ini wakanda sok-sokan nolak, berasa negaranya langganan main pildun kali ye.. jadi mikir fifa bakalan denger.",drogonberman,1
2023-03-28 04:35:15+00:00,1640573238408544257,"@Indrabeant23 @andri_properti @FaktaSepakbola 1. mau nunggu selama apa timnas senior masuk piala dunia? mau nunggu haaland sama mbappe dinaturalisasi indonesia kah?
2. kita gatau berapa lama indonesia di banned FIFA kalo amit2nya WC U-20 batal. apakah 10 thn? 15 thn? 20 thn?
3. liga mati, masi produktifkah doi main bola?",troublesolver_,1
2023-03-28 03:54:42+00:00,1640563036057640962,"Kasian anak muda indonesia punya impian main di piala dunia dan skrg udah di depan mata malah begini, kita gabisa milih negara siapa aja yg bermasalah atau ga peserta u-20 ini dan kalo bener kejadian gajadi atau batal yg pasti fifa bakalan sanksi indonesia berat sih yakin gue",sahdam_tri,1
2023-03-28 02:49:31+00:00,1640546632306675712,"@idextratime @detikcom menurut gue fine fine aja mereka tanding disini , soalnya jg indo kalo batal ngadain pildun u-20 bakal banyak bgt ruginya apalagi belum sama sanksi² dari FIFA , apalagi indo mau jadi kandidat pildun 2038 , kalo masalah ga suka sama Israel tinggal sindir aja di stadion pas tanding",azzumarf_ajar,1
2023-03-27 15:08:19+00:00,1640370169452306436,"Main bola juga kaga jago2 amat, prestasi juga biasa aja, sekali dapet giliran jadi Tuan Rumah U-20 malah dikacauin sama Politikus2 yang lagi pada Caper

Drawing Batal, kena sanksi FIFA gegara  tolak Israel, 😤

Sentimen sama Israel jadi malah RUGI negara kita. https://t.co/pbfpJEbo58",NixonMehue,1
2023-03-27 12:44:02+00:00,1640333859459055617,"@mohmahfudmd APABILA INDONESIA BATAL GELAR PIALA DUNIA U-20 DAN DI-BANNED FIFA
1. Timnas Israel masih bisa berlaga di event Internasional.
2. Timnas Palestina pun masih bisa berlaga di event Internasional.
3. Suporter Israel masih bisa happy lihat timnas-nya main.",LoboYohanes,1
2023-03-27 11:52:36+00:00,1640320915685912577,"Link streaming watch free movies online - John Wick: Chapter 4
HDCAM Quality
Link &gt;&gt; https://t.co/uzTkVoImjZ

Peru
R to V
U-20
#Vindes
Manggarai
Palmerah
Batal
PSSI
Bukber
FIFA https://t.co/s5ayNX4e1f",LarosMedia,1
2023-03-27 11:42:42+00:00,1640318422851661826,"""Jilboobs new""
Link download
⬇️⬇️⬇️⬇️
https://t.co/PFHfJdetLu

#Vindes #viral #AgustD_SUGA_Tour_in_jakarta 
FIFA U-20 Bawaslu PSSI Peru Cancel Batal https://t.co/H4xYbjwOK7",bantengmerr,1
2023-03-27 10:10:48+00:00,1640295294578593794,"@AntiBango_decul @The_RedsIndo Sekarang gini, kalau u-20 batal dan pindah, apakah israel dan palestina akan kena dampaknya? Nggak kan? Mereka masih bisa ikut Matchday FIFA sedangkan kita? 

Di banned, timnas ga bisa main, peringkat anjlok.. dan masih banyak lagi.",frianamran,1
2023-03-27 09:51:33+00:00,1640290453428875264,"https://t.co/ya1J6qw9pR

Coba follow deh link di atas. Kalo udah di klik, jangan di Batal kan follownya atau cancel loh ya. Biar ga kayak timnas U-20 kita haha dibatalin FIFA",gunasatwam,1
2023-03-27 08:57:00+00:00,1640276723039371264,"Hmm, olahraga kok dikaitin sama politik, kalo Piala Dunia FIFA U-20 batal diadain di sini kan yang rugi ya Indonesia :)

https://t.co/vr1Xdz2dFz",Ola52922,1
2023-03-27 08:41:24+00:00,1640272797518925825,"Main bola juga kaga jago2 amet, prestasi juga biasa aja, sekali dapet giliran jadi Tuan Rumah U-20 malah dikacauin sama Politikus2 yang lagi pada Caper

Drawing Batal, kena sanksi FIFA gegara  tolak Israel, katanya si Mandra, ""Belagu Amet"" 😤

Sentimen sama Israel jadi malah RUGI https://t.co/BUlIB3jmca",bobby_risakotta,1
2023-03-27 07:54:30+00:00,1640260993879269376,"Dana dari Amerika full support Anies jadi Capres.

Batal Anastasia FIFA U-20 Lokal SOLD OUT Argentina Cancel Bukber Naik WTS WTS sehun #GmmtvOuting2023

ムリおじ ひなたくん セーラー服 ラーメンデート シュチム colaさん ムリナール ヘアアレ ダイケンキ https://t.co/MLZT70zuQz",AniWahyuni2022,1
2023-03-27 06:31:59+00:00,1640240229050376192,"Trending hari ini puasa FIFA Sehun Nuri Sarah Azhari Samuel u-20 mcp package tendor Argentina Bawaslu bill gates Qatar ritz Carlton klitih batal Kanjuruhan Malang happy birthday Xiumin Israel VBelt salonpas marc

https://t.co/v9jrEPwinE",renjentae,1
2023-03-27 06:23:05+00:00,1640237991431118848,"FIFA Sehun Nuri Sarah batal Kanjuruhan happy birthday Xiumin VBelt salonpas marc Samuel u-20 mcp package tendor Argentina Bawaslu bill gates Qatar ritz Carlton klitih

MUZY Sendal Hiu
 https://t.co/3EvqlgC7lE https://t.co/DOtMqiJizF",renjentae,1
2023-03-27 05:28:30+00:00,1640224252329885697,"@SiaranBolaLive Ganjar ""Indonesia ini cuma kurang orang yang bertanggungjawab.""

Oke. Let's see pertanggungjawaban dia apa jika pildun u-20 batal? Masa nolak doang tapi gak ngasih solusi ketika bangsa sendiri terancam rugi. Ya minimal lobi pihak fifa biar Indonesia bs tetep main &amp; gk diban",aw_yena,1
2023-03-27 04:39:48+00:00,1640211996523237377,"@FaktaSepakbola @SiaranBolaLive *BILA INDONESIA BATAL GELAR PIALA DUNIA U-20 DAN DI-BANNED FIFA:*
1. Timnas Israel masih bisa berlaga di event Internasional.
2. Timnas Palestina pun masih bisa berlaga di event Internasional.
3. Suporter Israel masih bisa happy lihat timnas-nya main.
4. Suporter Palestina pun",iccank_Asli,1
2023-03-27 03:55:30+00:00,1640200848570744832,"Bila indonesia batal gelar piala dunia u-20 dan di banned FIFA maka :
1. Timnas israel dan timnas palestina masih bisa berlaga di event internasional.
2. Suporter israel dan palestina masih bisa happy lihat timnas-nya main.
3. Konflik israel palestina tak akan berubah.",Bedbal12,1
2023-03-25 05:58:15+00:00,1639506963498405889,@messiiiifan @ioneinoe @PDI_Perjuangan Andaikan israel batal main di piala dunia U-20  paling FiFA menghukum  tidak boleh ikut hajat sepak bola 1 musim piala dunia.,OmHardiman,1
2023-03-25 05:15:00+00:00,1639496080596541440,"Haha seru nih kalo sampe akhirnya plidun u-20 batal, indo kena banned fifa akhirnya liga berhenti total serta timnas bubar dan ribuan orang yg cari nafkah disitu nganggur semua, itu yg koar2 bakal tanggung jawab apa cuman wasweswos doang 😂",N_Arbiyan,1
2023-03-29 22:34:09+00:00,1641207143201394688,"Yah batal...ambil himahnya, minimal menghilangkan beban pemerintah dan PSSI terhdp aturan ketat FIFA terkait kelayakan Stadion dan mobilisasi penonton disetiap laga Piala Dunia U 20 yg wajib dihadiri penonton minimal 10 ribu hingga 20 ribu orang.

https://t.co/gzWI47YX4o",patahulla06,-1
2023-03-29 17:03:32+00:00,1641123937710129152,"Oke. Keputusan FIFA sudah diambil. Indonesia batal jadi tuan rumah Piala Dunia U-20.

Bagaimana dg mental pemain U-20 kita? Sudah tentu jatuh, terpuruk, sedih, kecewa, marah, campur aduk. Impian mereka bermain di level Piala Dunia (meskipun kelompok U-20), buyar sudah.",FahmiAgustian,-1
2023-03-29 16:15:49+00:00,1641111930894184449,"Lagunya Tiara, Lyodra, Ziva flat Weird Genius otomatis batal direlease buat piala dunia, sekarang aja teasernya udah ilang dari feed ig Fifa. Padahal vibesnya asik, yah bye-bye world cup U-20. Olahraga ya olahraga harusnya jangan dicampurkan dengan politik, that's the poin",skawngr_j,-1
2023-03-29 15:59:01+00:00,1641107703627149312,"Indonesia kocak, PSSI sama aja. Pejabat sibuk cari panggung buat pemilu. BATAL sudah jadi rumah fifa wc u-20 :(",ecowskii,-1
2023-03-29 15:47:31+00:00,1641104809096007680,"Pildun u-20 batal,. 
Sebenarnya banyak Poin di Notis FIFA,. 
yang di propaganda ya penolak Timnas Israel.. 
Padahal FIFA sangat kecewa dengan Infrastruktur pendukung Sekitar Stadion yg kurang memadai,.! 
Udah Gitu aja,. 
cuman opini Pribadi!! 
@Pssi Goblok !!!",ariusmarley,-1
2023-03-29 15:35:46+00:00,1641101850933067777,"Indonesia dipastikan batal menjadi tuan rumah Piala Dunia U-20 2023. Keputusan tersebut diambil usai pertemuan FIFA dengan PSSI.

Buat anda2 yg menolak israel di piala dunia u-20…🤣🤣🤣senggol donk ad yg kena mental wakawkwkwkwk https://t.co/Wx96QLla3U",Dkian818,-1
2023-03-29 15:17:29+00:00,1641097252914761728,"Jelas BATAL PILDUN U-20 2023!

FIFA removes Indonesia as host of FIFA U-20 World Cup 2023™

Following today’s meeting between FIFA and Erick Thohir, FIFA has decided, due to the current circumstances, to remove Indonesia as the host of the FIFA U-20 World Cup 2023™.

Game over!",mirroreye,-1
2023-03-29 08:11:07+00:00,1640989952073949185,"Drawing Piala Dunia U-20 di Bali Batal Digelar, Lagu 'Glorius' Ciptaan Weird Genius Dihapus dari Situs FIFA  https://t.co/2ifpAFeZws",tvOneNews,-1
2023-03-28 11:33:19+00:00,1640678450871812096,"Melansir situs resminya, FIFA menghapus artikel berjudul FIFA and Weird Genius tease electrifying Official Song, sinyal Piala Dunia U-20 2023 batal digelar di Indonesia menguat?
https://t.co/WRHRTFJvAc",liputan6dotcom,-1
2023-03-28 07:22:46+00:00,1640615396158980098,"FIFA Hapus Artikel Lagu Resmi Ciptaan Weird Genius, Tanda-tanda Piala Dunia U-20 Batal? https://t.co/BaDkbngBSS",kerangkapikir,-1
2023-03-28 06:33:12+00:00,1640602922101899264,"FIFA Hapus Artikel Lagu Resmi Ciptaan Weird Genius, Tanda-tanda Piala Dunia U-20 Batal? https://t.co/ay23VjF6OB #FIFA #LaguGlorius #PialaDuniaU-20 #WeirdGenius",fajaronline,-1
2023-03-27 14:18:38+00:00,1640357664705376257,"Sarah Anastasia Manggarai Batal #Vindes Bukber Chapter 2 Army R to V CELINE BOY V babi putih #BrightWin JAEMIN BLACK HAIR U-20 #TREASURE_Crystal_1 Peru Oshbar Cancel Cat 1A Bawaslu Fifa Wts Lokal  #락스타_팝스타_라리사_생일날 #Ramadhan

💙🩵 Blue Sky

🔗 https://t.co/ERbs7FD9df https://t.co/VR0elxe5Jl",endut_ayang,-1
2023-03-27 12:43:50+00:00,1640333807516815360,"FIFA x Bukber x Batal #Vindes x U-20 x Manggarai x PSSI x Sarah x R To V x Bawaslu x Peru x Palmerah x Cancel x Anastasia x Army x Israel x Senin x Jaemin Black Hair x Salonpas x Oshbar 
https://t.co/nsKCXJ1fu1",LelaSeblak,-1
2023-03-27 10:19:41+00:00,1640297530859876352,"Ini kalo indo beneran batal gelar pildun u-20 dan diban FIFA, aku bakal unfollow semua aku bola di sec Ig dan medsos. Mau pensiun nonton bola aja, ya meskipun Chelsea dan timnas jg hal yg membuatku suka bola sejak bocil",annevermindd,-1
2023-03-27 08:37:23+00:00,1640271786876211201,"Kalo udah berurusan dengan Anies, Pasti pendukungnya langsung brutal.

FIFA Batal Cancel U-20 Bawaslu Jogja Argentina Israel Bukber Naik Sore sehun SAY LALISA DAY

京都のタクシー バクフーン マンガ大賞 ロックマンエグゼ ウィッチクラフト ラーメンデート しいたけ占い 菅谷梨沙 https://t.co/rnUf7Zq7TZ",NadyaAmanda33,-1
2023-03-27 08:09:48+00:00,1640264846288752640,"Pendukung Anies punya sifat brutal dan suka kerusuhan.

Batal Anastasia FIFA U-20 Lokal SOLD OUT Argentina Cancel Bukber Naik WTS WTS sehun #GmmtvOuting2023

ムリおじ ひなたくん セーラー服 ラーメンデート シュチム colaさん ムリナール ヘアアレ ダイケンキ https://t.co/STIi02fhog",CelineAndita22,-1
2023-03-27 05:43:29+00:00,1640228025550909440,"@KompasTV Gubernur Bali sdh ikut menandatangani perjanjian 'Host City Agreement' buat kepala daerah tempat dilaks nya Piala Dunia U-20 2023. Sekarang menolak kedatangan tim Israel, duh ini judulnya apa pk Gub,? dampaknya drawing Piala Dunia U 20 olh FIFA batal di Bali.",AmasMamel,-1
2023-03-26 22:23:57+00:00,1640117412392734720,"@HechiAnget @TxtdariHI Beliau dengan lugunya kepengaruh propaganda kadrun, sampai mengabaikan betapa besarnya kerugian yg akan dialami insan sepakbola apabila penyelenggaraan Piala Dunia U-20 di Indonesia sampai batal ataupun mendapat sanksi FIFA.",HILARlO,-1
2023-03-29 23:50:40+00:00,1641226398424612866,"FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023

FIFA resmi membatalkan Indonesia sebagai tuan rumah Piala Dunia U-20 2023. Pihaknya menyampaikan hal tersebut melalui situs resmi, Rabu (29/3) malam.

https://t.co/IoXycctEK7 https://t.co/cvRERPUg8C",ChoNunik,0
2023-03-29 23:49:42+00:00,1641226154354053121,"Wah wah wah, FIFA World Cup U-20 batal di Indonesia, yak.",newrosita,0
2023-03-29 23:43:24+00:00,1641224569670467584,"@ganjarpranowo Tiada hari tanpa pencitraan. 
Bacot loe gede. 
FIFA U+20 sudah batal smg mas puas.",CozyAmos1,0
2023-03-29 23:34:06+00:00,1641222230419083265,Indonesia Batal Tuan Rumah Piala Dunia U-20 https://t.co/7WLg3D1O72  #beritaolahraga #nusabali #sepakbola #FIFA #PialaDuniaU20,nusabalicom,0
2023-03-29 23:28:48+00:00,1641220894965260288,"Tidak ada yang bisa ataupun boleh disalahkan di hal ini.
Semua punya hak untuk bersikap, terlepas sikapnya menerima ataupun menolak.
Keputusan akhir tetap berada di tangan FIFA, dan FIFA sudah memutuskan untuk batal menjadikan Indonesia sebagai tuan rumah pildun u-20 kali ini.",apoy_orasepele,0
2023-03-29 23:15:41+00:00,1641217593032994817,"4 penyebab Piala Dunia U-20 batal :

A, Presiden: Pintu stadion terkunci.
B, Polisi: Suporter israel nakal.
C, Hakim: ANGIN.
D, FIFA: Tragedi KANJURUHAN yg menewaskan 135 suporter bola tidak ditangani dg adil dan takut kejadian bisa terulang.

Pilih jwban yg WARAS akal sehat.",BasKopi,0
2023-03-29 23:11:00+00:00,1641216417247928322,"Masih gk nyakang fifa u 20 batal.
asem benr",RRai51,0
2023-03-29 23:08:36+00:00,1641215812634816512,"FIFA : Indonesia batal jadi tuan rumah U-20

Menolak Israel ❌️
Kurangnya stadion ❌️
Tragedi (Kanjuruhan) Oktober 2022 ✅️

Doa para ortu dan keluarga korban Kanjuruhan berangsur terjawab https://t.co/eMn43zMdHo",Bayu_Triatmaja,0
2023-03-29 23:00:34+00:00,1641213789021372416,Kronologi RI Batal Tuan Rumah U-20 &amp; Pernyataan Lengkap FIFA https://t.co/SkBlWGbq7w,cnbcindonesia,0
2023-03-29 22:53:56+00:00,1641212121366286337,BATAL !! FIFA removes Indonesia as host of FIFA U-20 World Cup 2023 !! #FIFA23 #Indonesia #Israel #Palestine https://t.co/pV4hRRERXf,AntoBagus7,0
2023-03-29 22:53:30+00:00,1641212011257405442,"Ini lah Akhirnya karena Ego yang tidak bisa memisahkan Politik dan Olahraga. Akhirnya Kandas Kesempatan baik yang ada... Bela Negara lain malah rugi sendiri... 

FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023 https://t.co/0gSRfMUpfk",KolondamDaniel,0
2023-03-29 22:53:24+00:00,1641211984678113281,"Jangan gara Gara Batal Tuan Rumah Pildun U 20.

Se Akan Akan Kiamat.. 
Xixixixi🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣. 

Ketakutan Kok di Dramatisir.... 

Emangnya FIFA BODOH?? 

Nggak Mikir 135 Supporter Yg TEWAS di KANJURUHAN.. Menjadi Bahan Evaluasi Ivent Internasional? 
Mikiiiiirrr xixixixi",Mulyawans07gma2,0
2023-03-29 22:46:39+00:00,1641210288031817728,"Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023, Tanah Air Siap-siap Kena Sanksi FIFA! https://t.co/NeeKamqjtJ",kumpulanPLG,0
2023-03-29 22:46:33+00:00,1641210261095972865,"Indonesia Resmi Batal Tuan Rumah Piala Dunia U-20, Ketua PSSI Argentina Langsung Temui Presiden FIFA https://t.co/l3FaMZLD4L",kumpulanPLG,0
2023-03-29 22:45:52+00:00,1641210090790301698,FIFA memutuskan Indonesia batal menjadi tuan rumah Piala Dunia U-20 2023. Pemain Timnas Indonesia U-20 menangis usai mendengar kabar pembatalan tersebut. https://t.co/4X3uAQXgsi,detiksport,0
2023-03-29 22:45:29+00:00,1641209994095005697,"@ganjarpranowo HOREEEEE..
PAK GANJAR HEBAT..!!
AKHIRNYA KEINGINAN PAK GANJAR TERCAPAI..!!

TIMNAS ISRAEL BATAL DATANG KE INDONESIA.
YESSS.. YESSS..

WALAUPUN MIMPI ANAK2 MUDA INDONESIA TAMPIL DI FIFA WORLD CUP U-20 JUGA PUPUSSSS..
YANG PENTING TIMNAS ISRAEL BATAL KE INDONESIA.

HEBAT PAK GANJAR",Susito48190262,0
2023-03-29 22:44:32+00:00,1641209755719933952,"Indonesia Batal Tuan Rumah Piala Dunia U-20, Argentina Merapat ke FIFA https://t.co/fgKVjvoRRE",CNNIndonesia,0
2023-03-29 22:43:36+00:00,1641209522185449472,"Meski Batal Jadi Tuan Rumah Pildun U-20, FIFA Tetap Bakal Bantu PSSI dalam Transformasi Sepak Bola Tanah Air https://t.co/IzUYnoZxqt",mapaybandungcom,0
2023-03-29 22:30:10+00:00,1641206137671528448,"Indonesia Batal Gelar Piala Dunia U-20 2023, Arya Sinulingga: Yang Saya Khawatirkan PSSI Di-banned FIFA
https://t.co/3S95tpwWkX",BeritakanID_com,0
2023-03-29 22:25:48+00:00,1641205040710037504,"Drpd kita melanggar konstitusi dgn membiarkan timnas zionis Israel berlaga di negara berdasar Pancasila ini, masih lbh baik batal sbg tuan rumah Pildun U-20. Alasan FIFA logis, tragedi Kanjuruhan yg diputus anti klimak. Lagian Ind jg tak pernah juara dunia? Belajar adil dulu aja?",HeriSuwondo2,0
2023-03-29 22:20:10+00:00,1641203622976581636,Benarkah FIFA akan Beri Sanksi ke PSSI? Setelah Indonesia Batal jadi Tuan Rumah Piala Dunia U-20 https://t.co/FzSjbIcwQF,aboutmalangcom,0
2023-03-29 22:14:33+00:00,1641202209147994112,"Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20, Erick Thohir: Kita Harus Menerima Keputusan FIFA https://t.co/7iPOitPe3H #TempoNasional",tempodotco,0
2023-03-29 22:11:32+00:00,1641201451480518657,"@Godam062 @jansen_jsp FIFA itu pemimpinnya banyak org2 eropah...
Wajar saja indonesia bisa di bend oleh fifa juga... apalagi hub indonesia dengan eropah tidak baik2 saja, krn export nikel..... pasti U-20 batal di indonesia..... sy yakin itu...",Massthoms,0
2023-03-29 22:10:18+00:00,1641201138698702848,"Yg gw simpulkan dari piala dunia u-20 Indonesia batal adalah adanya bbrp penolakan kehadiran israel, dilatarbelakangi tragedi kanjuruhan, dan berakibat fifa merasa Indonesia blm siap scr keamanan. Jd ya kgk bs tuh salahin satu faktor doang.",oct127_,0
2023-03-29 22:08:13+00:00,1641200615140519936,Ini Indonesia fix batal jadi tuan rumah pildun U-20 ?!!!! #FIFA,minanyafila,0
2023-03-29 22:08:05+00:00,1641200583339315200,"Batal Jadi Tuan Rumah Piala Dunia U-20, Instagram Ganjar Diserbu Netizen https://t.co/3wV0aTYLtM #FIFA #GanjarPranowo #PDIP #PialaDuniaU20 #PSSI https://t.co/IeNOiHFHCZ",Beritabaruco,0
2023-03-29 22:07:44+00:00,1641200493862203393,"Publik sedang perdebatkan apakah Piala Dunia U 20 batal karena Isu Israel ataupun Tragedi Kanjuruhan

Apapun itu, intinya;

1. Isu Indonesia menolak Israel akan menggemparkan dunia, semoga jd pemantik negara lain ikut kucilkan Israel

2. Tragedi Kanjuruhan dapat atensi FIFA https://t.co/QCnhmcVVVi",dusrimulya,0
2023-03-29 22:07:06+00:00,1641200332868026369,"Indonesia Batal Tuan Rumah Piala Dunia U-20, Isi Pernyataan Resmi FIFA Tak Bahas Timnas Israel

https://t.co/86WRrPD6G8",Araghutama,0
2023-03-29 22:03:41+00:00,1641199476705759236,"Indonesia Batal jadi Tuan Rumah Piala Dunia U-20, Ganjar dan Koster Digeruduk Warganet 

FIFA

https://t.co/VoNFV68ByQ",Hulondaloid,0
